date,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,total_assets,total_non_current_assets,non_current_deferred_assets,current_assets,prepaid_assets
2024-12-31,15041667.0,15041667.0,10420.0,10420.0,-7592.0,2828.0,-159729.0,-7592.0,-7592.0,-7592.0,-7592.0,-7592.0,-32592.0,24578.0,422.0,422.0,0.0,184729.0,0.0,184729.0,10420.0,10420.0,10420.0,174309.0,174309.0,177137.0,152137.0,152137.0,25000.0,25000.0
